Homme,Femme,-26 ans,de 26 à 30 ans,de 31 à 35 ans,de 36 à 40 ans,de 41 à 45 ans,de 46 à 50 ans,+50 ans,Salarié,Demandeur d'emploi,Demandeur de longue durée,Titulaire RSA,Autre,IV - Niveau Bac,III - Bac +2,II - Bac +3/4,I - Bac +5,Autre,Abandon du projet,Retour à l'emploi,Poursuite du projet,Création,Formation,Autre,Association,SAS,EURL/SARL,Entreprise individuelle,Conseil et formation,"Communication, graphisme, multimédia",Internet,Informatique,Services et produits culturels,Autres services aux entreprises,"Mode (Haute coututre, PAP)","Artisanat d'art, design, decoration","Bijouterie, accessoires de mode","Beauté, relookin, bien-être",Autres services aux particuliers,Autres,Non Renseignée
16,84,11,21,21,13,16,5,13,3,29,37,21,10,13,13,50,24,0,8,20,20,44,8,0,0,9,9,82,13,13,5,0,3,18,13,5,11,3,8,8,0
