Homme,Femme,-26 ans,de 26 à 30 ans,de 31 à 35 ans,de 36 à 40 ans,de 41 à 45 ans,de 46 à 50 ans,+50 ans,Salarié,Demandeur d'emploi,Demandeur de longue durée,Titulaire RSA,Autre,IV - Niveau Bac,III - Bac +2,II - Bac +3/4,I - Bac +5,Autre,Abandon du projet,Retour à l'emploi,Poursuite du projet,Création,Formation,Autre,Association,SAS,EURL/SARL,Entreprise individuelle,Conseil et formation,"Communication, graphisme, multimédia",Internet,Informatique,Services et produits culturels,Autres services aux entreprises,"Mode (Haute coututre, PAP)","Artisanat d'art, design, decoration","Bijouterie, accessoires de mode","Beauté, relookin, bien-être",Autres services aux particuliers,Autres,Non Renseignée
72,28,3,25,19,28,6,11,8,3,47,39,3,8,8,14,22,56,0,4,33,0,63,0,0,0,93,0,7,11,11,19,8,6,17,6,3,3,0,8,8,0
