Homme,Femme,-26 ans ,de 26 à 30 ans,de 31 à 35 ans ,de 36 à 40 ans ,de 41 à 45 ans ,de 46 à 50 ans,+50 ans',Salarié,Demandeur d'emploi,Demandeur de longue durée,Titulaire RSA,Autre,IV - Niveau Bac,III - Bac +2 ,II - Bac +3/4,I - Bac +5,Autre,Abandon du projet,Retour à l'emploi,Poursuite du projet,Création,Formation,Autre,Association,SAS,EURL/SARL,Entreprise individuelle,Conseil et formation,"Communication, graphisme, multimédia",Internet,Informatique,Services et produits culturels,Autres services aux entreprises,"Mode (Haute coututre, PAP)","Artisanat d'art, design, decoration","Bijouterie, accessoires de mode","Beauté, relookin, bien-être",Autres services aux particuliers,Autres,Non Renseignée
33,67,3,22,14,6,25,8,22,5,31,33,14,17,8,11,42,39,0,10,9,14,67,0,0,11,45,11,33,21,10,5,0,0,10,11,11,11,5,8,8,0
